player_id,opponent,match_date,games_won,games_lost,game_diff,aces,double_faults,match_win,tourney_name,tourney_level,surface,round
wta_37,wta_437,2025-02-16,12,4,8,,,1,Dubai Duty Free Tennis Championships,WTA1000,Hard,1st Round
wta_437,wta_37,2025-02-16,4,12,-8,,,0,Dubai Duty Free Tennis Championships,WTA1000,Hard,1st Round
wta_13,wta_109,2025-02-16,12,4,8,,,1,Dubai Duty Free Tennis Championships,WTA1000,Hard,1st Round
wta_109,wta_13,2025-02-16,4,12,-8,,,0,Dubai Duty Free Tennis Championships,WTA1000,Hard,1st Round
wta_9,wta_24,2025-02-16,12,3,9,,,1,Dubai Duty Free Tennis Championships,WTA1000,Hard,1st Round
wta_24,wta_9,2025-02-16,3,12,-9,,,0,Dubai Duty Free Tennis Championships,WTA1000,Hard,1st Round
wta_25,wta_33,2025-02-16,12,6,6,,,1,Dubai Duty Free Tennis Championships,WTA1000,Hard,1st Round
wta_33,wta_25,2025-02-16,6,12,-6,,,0,Dubai Duty Free Tennis Championships,WTA1000,Hard,1st Round
wta_56,wta_148,2025-02-17,18,15,3,,,1,Dubai Duty Free Tennis Championships,WTA1000,Hard,1st Round
wta_148,wta_56,2025-02-17,15,18,-3,,,0,Dubai Duty Free Tennis Championships,WTA1000,Hard,1st Round
wta_21,wta_55,2025-02-17,12,4,8,,,1,Dubai Duty Free Tennis Championships,WTA1000,Hard,1st Round
wta_55,wta_21,2025-02-17,4,12,-8,,,0,Dubai Duty Free Tennis Championships,WTA1000,Hard,1st Round
wta_30,wta_61,2025-02-17,12,5,7,,,1,Dubai Duty Free Tennis Championships,WTA1000,Hard,1st Round
wta_61,wta_30,2025-02-17,5,12,-7,,,0,Dubai Duty Free Tennis Championships,WTA1000,Hard,1st Round
wta_26,wta_46,2025-02-17,12,7,5,,,1,Dubai Duty Free Tennis Championships,WTA1000,Hard,1st Round
wta_46,wta_26,2025-02-17,7,12,-5,,,0,Dubai Duty Free Tennis Championships,WTA1000,Hard,1st Round
wta_15,wta_102,2025-02-17,13,6,7,,,1,Dubai Duty Free Tennis Championships,WTA1000,Hard,1st Round
wta_102,wta_15,2025-02-17,6,13,-7,,,0,Dubai Duty Free Tennis Championships,WTA1000,Hard,1st Round
wta_150,wta_191,2025-02-17,15,16,-1,,,1,Dubai Duty Free Tennis Championships,WTA1000,Hard,1st Round
wta_191,wta_150,2025-02-17,16,15,1,,,0,Dubai Duty Free Tennis Championships,WTA1000,Hard,1st Round
wta_90,wta_27,2025-02-17,12,6,6,,,1,Dubai Duty Free Tennis Championships,WTA1000,Hard,1st Round
wta_27,wta_90,2025-02-17,6,12,-6,,,0,Dubai Duty Free Tennis Championships,WTA1000,Hard,1st Round
wta_31,wta_6,2025-02-17,12,5,7,,,1,Dubai Duty Free Tennis Championships,WTA1000,Hard,1st Round
wta_6,wta_31,2025-02-17,5,12,-7,,,0,Dubai Duty Free Tennis Championships,WTA1000,Hard,1st Round
wta_49,wta_11,2025-02-17,15,13,2,,,1,Dubai Duty Free Tennis Championships,WTA1000,Hard,1st Round
wta_11,wta_49,2025-02-17,13,15,-2,,,0,Dubai Duty Free Tennis Championships,WTA1000,Hard,1st Round
wta_59,wta_258,2025-02-17,13,10,3,,,1,Dubai Duty Free Tennis Championships,WTA1000,Hard,1st Round
wta_258,wta_59,2025-02-17,10,13,-3,,,0,Dubai Duty Free Tennis Championships,WTA1000,Hard,1st Round
wta_7,wta_178,2025-02-17,12,3,9,,,1,Dubai Duty Free Tennis Championships,WTA1000,Hard,1st Round
wta_178,wta_7,2025-02-17,3,12,-9,,,0,Dubai Duty Free Tennis Championships,WTA1000,Hard,1st Round
wta_8,wta_56,2025-02-18,13,7,6,,,1,Dubai Duty Free Tennis Championships,WTA1000,Hard,2nd Round
wta_56,wta_8,2025-02-18,7,13,-6,,,0,Dubai Duty Free Tennis Championships,WTA1000,Hard,2nd Round
wta_70,wta_22,2025-02-18,12,3,9,,,1,Dubai Duty Free Tennis Championships,WTA1000,Hard,2nd Round
wta_22,wta_70,2025-02-18,3,12,-9,,,0,Dubai Duty Free Tennis Championships,WTA1000,Hard,2nd Round
wta_3,wta_90,2025-02-18,12,5,7,,,1,Dubai Duty Free Tennis Championships,WTA1000,Hard,2nd Round
wta_90,wta_3,2025-02-18,5,12,-7,,,0,Dubai Duty Free Tennis Championships,WTA1000,Hard,2nd Round
wta_14,wta_21,2025-02-18,17,15,2,,,1,Dubai Duty Free Tennis Championships,WTA1000,Hard,2nd Round
wta_21,wta_14,2025-02-18,15,17,-2,,,0,Dubai Duty Free Tennis Championships,WTA1000,Hard,2nd Round
wta_32,wta_26,2025-02-18,19,19,0,,,1,Dubai Duty Free Tennis Championships,WTA1000,Hard,2nd Round
wta_26,wta_32,2025-02-18,19,19,0,,,0,Dubai Duty Free Tennis Championships,WTA1000,Hard,2nd Round
wta_5,wta_18,2025-02-18,12,4,8,,,1,Dubai Duty Free Tennis Championships,WTA1000,Hard,2nd Round
wta_18,wta_5,2025-02-18,4,12,-8,,,0,Dubai Duty Free Tennis Championships,WTA1000,Hard,2nd Round
wta_2,wta_150,2025-02-18,12,2,10,,,1,Dubai Duty Free Tennis Championships,WTA1000,Hard,2nd Round
wta_150,wta_2,2025-02-18,2,12,-10,,,0,Dubai Duty Free Tennis Championships,WTA1000,Hard,2nd Round
wta_43,wta_75,2025-02-18,12,5,7,,,1,Dubai Duty Free Tennis Championships,WTA1000,Hard,2nd Round
wta_75,wta_43,2025-02-18,5,12,-7,,,0,Dubai Duty Free Tennis Championships,WTA1000,Hard,2nd Round
wta_31,wta_4,2025-02-18,13,9,4,,,1,Dubai Duty Free Tennis Championships,WTA1000,Hard,2nd Round
wta_4,wta_31,2025-02-18,9,13,-4,,,0,Dubai Duty Free Tennis Championships,WTA1000,Hard,2nd Round
wta_1,wta_49,2025-02-18,12,7,5,,,1,Dubai Duty Free Tennis Championships,WTA1000,Hard,2nd Round
wta_49,wta_1,2025-02-18,7,12,-5,,,0,Dubai Duty Free Tennis Championships,WTA1000,Hard,2nd Round
wta_13,wta_25,2025-02-18,13,10,3,,,1,Dubai Duty Free Tennis Championships,WTA1000,Hard,2nd Round
wta_25,wta_13,2025-02-18,10,13,-3,,,0,Dubai Duty Free Tennis Championships,WTA1000,Hard,2nd Round
wta_15,wta_9,2025-02-18,17,18,-1,,,1,Dubai Duty Free Tennis Championships,WTA1000,Hard,2nd Round
wta_9,wta_15,2025-02-18,18,17,1,,,0,Dubai Duty Free Tennis Championships,WTA1000,Hard,2nd Round
wta_19,wta_12,2025-02-19,15,15,0,,,1,Dubai Duty Free Tennis Championships,WTA1000,Hard,2nd Round
wta_12,wta_19,2025-02-19,15,15,0,,,0,Dubai Duty Free Tennis Championships,WTA1000,Hard,2nd Round
wta_30,wta_76,2025-02-19,15,11,4,,,1,Dubai Duty Free Tennis Championships,WTA1000,Hard,2nd Round
wta_76,wta_30,2025-02-19,11,15,-4,,,0,Dubai Duty Free Tennis Championships,WTA1000,Hard,2nd Round
wta_7,wta_37,2025-02-19,13,5,8,,,1,Dubai Duty Free Tennis Championships,WTA1000,Hard,2nd Round
wta_37,wta_7,2025-02-19,5,13,-8,,,0,Dubai Duty Free Tennis Championships,WTA1000,Hard,2nd Round
wta_59,wta_23,2025-02-19,15,14,1,,,1,Dubai Duty Free Tennis Championships,WTA1000,Hard,2nd Round
wta_23,wta_59,2025-02-19,14,15,-1,,,0,Dubai Duty Free Tennis Championships,WTA1000,Hard,2nd Round
wta_32,wta_8,2025-02-19,12,4,8,,,1,Dubai Duty Free Tennis Championships,WTA1000,Hard,3rd Round
wta_8,wta_32,2025-02-19,4,12,-8,,,0,Dubai Duty Free Tennis Championships,WTA1000,Hard,3rd Round
wta_14,wta_5,2025-02-19,13,9,4,,,1,Dubai Duty Free Tennis Championships,WTA1000,Hard,3rd Round
wta_5,wta_14,2025-02-19,9,13,-4,,,0,Dubai Duty Free Tennis Championships,WTA1000,Hard,3rd Round
wta_3,wta_70,2025-02-19,18,18,0,,,1,Dubai Duty Free Tennis Championships,WTA1000,Hard,3rd Round
wta_70,wta_3,2025-02-19,18,18,0,,,0,Dubai Duty Free Tennis Championships,WTA1000,Hard,3rd Round
wta_2,wta_43,2025-02-19,13,5,8,,,1,Dubai Duty Free Tennis Championships,WTA1000,Hard,3rd Round
wta_43,wta_2,2025-02-19,5,13,-8,,,0,Dubai Duty Free Tennis Championships,WTA1000,Hard,3rd Round
wta_7,wta_59,2025-02-19,12,2,10,,,1,Dubai Duty Free Tennis Championships,WTA1000,Hard,3rd Round
wta_59,wta_7,2025-02-19,2,12,-10,,,0,Dubai Duty Free Tennis Championships,WTA1000,Hard,3rd Round
wta_13,wta_31,2025-02-19,14,15,-1,,,1,Dubai Duty Free Tennis Championships,WTA1000,Hard,3rd Round
wta_31,wta_13,2025-02-19,15,14,1,,,0,Dubai Duty Free Tennis Championships,WTA1000,Hard,3rd Round
wta_15,wta_1,2025-02-19,12,5,7,,,1,Dubai Duty Free Tennis Championships,WTA1000,Hard,3rd Round
wta_1,wta_15,2025-02-19,5,12,-7,,,0,Dubai Duty Free Tennis Championships,WTA1000,Hard,3rd Round
wta_30,wta_19,2025-02-19,17,17,0,,,1,Dubai Duty Free Tennis Championships,WTA1000,Hard,3rd Round
wta_19,wta_30,2025-02-19,17,17,0,,,0,Dubai Duty Free Tennis Championships,WTA1000,Hard,3rd Round
wta_7,wta_2,2025-02-20,12,6,6,,,1,Dubai Duty Free Tennis Championships,WTA1000,Hard,Quarterfinals
wta_2,wta_7,2025-02-20,6,12,-6,,,0,Dubai Duty Free Tennis Championships,WTA1000,Hard,Quarterfinals
wta_15,wta_14,2025-02-20,13,10,3,,,1,Dubai Duty Free Tennis Championships,WTA1000,Hard,Quarterfinals
wta_14,wta_15,2025-02-20,10,13,-3,,,0,Dubai Duty Free Tennis Championships,WTA1000,Hard,Quarterfinals
wta_3,wta_32,2025-02-20,13,8,5,,,1,Dubai Duty Free Tennis Championships,WTA1000,Hard,Quarterfinals
wta_32,wta_3,2025-02-20,8,13,-5,,,0,Dubai Duty Free Tennis Championships,WTA1000,Hard,Quarterfinals
wta_13,wta_30,2025-02-20,13,7,6,,,1,Dubai Duty Free Tennis Championships,WTA1000,Hard,Quarterfinals
wta_30,wta_13,2025-02-20,7,13,-6,,,0,Dubai Duty Free Tennis Championships,WTA1000,Hard,Quarterfinals
wta_7,wta_3,2025-02-21,16,13,3,,,1,Dubai Duty Free Tennis Championships,WTA1000,Hard,Semifinals
wta_3,wta_7,2025-02-21,13,16,-3,,,0,Dubai Duty Free Tennis Championships,WTA1000,Hard,Semifinals
wta_15,wta_13,2025-02-21,18,14,4,,,1,Dubai Duty Free Tennis Championships,WTA1000,Hard,Semifinals
wta_13,wta_15,2025-02-21,14,18,-4,,,0,Dubai Duty Free Tennis Championships,WTA1000,Hard,Semifinals
wta_7,wta_15,2025-02-22,13,7,6,,,1,Dubai Duty Free Tennis Championships,WTA1000,Hard,The Final
wta_15,wta_7,2025-02-22,7,13,-6,,,0,Dubai Duty Free Tennis Championships,WTA1000,Hard,The Final
wta_73,wta_96,2025-02-24,14,11,3,,,1,ATX Open,WTA250,Hard,1st Round
wta_96,wta_73,2025-02-24,11,14,-3,,,0,ATX Open,WTA250,Hard,1st Round
wta_94,wta_122,2025-02-25,14,12,2,,,1,ATX Open,WTA250,Hard,1st Round
wta_122,wta_94,2025-02-25,12,14,-2,,,0,ATX Open,WTA250,Hard,1st Round
wta_82,wta_90,2025-02-25,16,10,6,,,1,ATX Open,WTA250,Hard,1st Round
wta_90,wta_82,2025-02-25,10,16,-6,,,0,ATX Open,WTA250,Hard,1st Round
wta_54,wta_65,2025-02-25,16,11,5,,,1,ATX Open,WTA250,Hard,1st Round
wta_65,wta_54,2025-02-25,11,16,-5,,,0,ATX Open,WTA250,Hard,1st Round
wta_200,wta_92,2025-02-25,14,11,3,,,1,ATX Open,WTA250,Hard,1st Round
wta_92,wta_200,2025-02-25,11,14,-3,,,0,ATX Open,WTA250,Hard,1st Round
wta_62,wta_174,2025-02-25,12,7,5,,,1,ATX Open,WTA250,Hard,1st Round
wta_174,wta_62,2025-02-25,7,12,-5,,,0,ATX Open,WTA250,Hard,1st Round
wta_5,wta_134,2025-02-25,9,5,4,,,1,ATX Open,WTA250,Hard,1st Round
wta_134,wta_5,2025-02-25,5,9,-4,,,0,ATX Open,WTA250,Hard,1st Round
wta_121,wta_103,2025-02-25,17,13,4,,,1,ATX Open,WTA250,Hard,1st Round
wta_103,wta_121,2025-02-25,13,17,-4,,,0,ATX Open,WTA250,Hard,1st Round
wta_60,wta_59,2025-02-25,12,5,7,,,1,ATX Open,WTA250,Hard,1st Round
wta_59,wta_60,2025-02-25,5,12,-7,,,0,ATX Open,WTA250,Hard,1st Round
wta_129,wta_358,2025-02-25,17,12,5,,,1,ATX Open,WTA250,Hard,1st Round
wta_358,wta_129,2025-02-25,12,17,-5,,,0,ATX Open,WTA250,Hard,1st Round
wta_21,wta_166,2025-02-26,13,13,0,,,1,ATX Open,WTA250,Hard,1st Round
wta_166,wta_21,2025-02-26,13,13,0,,,0,ATX Open,WTA250,Hard,1st Round
wta_30,wta_52,2025-02-26,12,10,2,,,1,ATX Open,WTA250,Hard,1st Round
wta_52,wta_30,2025-02-26,10,12,-2,,,0,ATX Open,WTA250,Hard,1st Round
wta_109,wta_91,2025-02-26,13,13,0,,,1,ATX Open,WTA250,Hard,1st Round
wta_91,wta_109,2025-02-26,13,13,0,,,0,ATX Open,WTA250,Hard,1st Round
wta_31,wta_88,2025-02-26,13,7,6,,,1,ATX Open,WTA250,Hard,1st Round
wta_88,wta_31,2025-02-26,7,13,-6,,,0,ATX Open,WTA250,Hard,1st Round
wta_82,wta_54,2025-02-26,12,4,8,,,1,ATX Open,WTA250,Hard,2nd Round
wta_54,wta_82,2025-02-26,4,12,-8,,,0,ATX Open,WTA250,Hard,2nd Round
wta_73,wta_399,2025-02-26,16,9,7,,,1,ATX Open,WTA250,Hard,2nd Round
wta_399,wta_73,2025-02-26,9,16,-7,,,0,ATX Open,WTA250,Hard,2nd Round
wta_200,wta_94,2025-02-27,16,13,3,,,1,ATX Open,WTA250,Hard,2nd Round
wta_94,wta_200,2025-02-27,13,16,-3,,,0,ATX Open,WTA250,Hard,2nd Round
wta_30,wta_21,2025-02-27,14,13,1,,,1,ATX Open,WTA250,Hard,2nd Round
wta_21,wta_30,2025-02-27,13,14,-1,,,0,ATX Open,WTA250,Hard,2nd Round
wta_31,wta_62,2025-02-27,18,16,2,,,1,ATX Open,WTA250,Hard,2nd Round
wta_62,wta_31,2025-02-27,16,18,-2,,,0,ATX Open,WTA250,Hard,2nd Round
wta_129,wta_109,2025-02-27,12,1,11,,,1,ATX Open,WTA250,Hard,2nd Round
wta_109,wta_129,2025-02-27,1,12,-11,,,0,ATX Open,WTA250,Hard,2nd Round
wta_121,wta_60,2025-02-28,17,11,6,,,1,ATX Open,WTA250,Hard,2nd Round
wta_60,wta_121,2025-02-28,11,17,-6,,,0,ATX Open,WTA250,Hard,2nd Round
wta_73,wta_200,2025-02-28,17,17,0,,,1,ATX Open,WTA250,Hard,Quarterfinals
wta_200,wta_73,2025-02-28,17,17,0,,,0,ATX Open,WTA250,Hard,Quarterfinals
wta_5,wta_82,2025-02-28,12,4,8,,,1,ATX Open,WTA250,Hard,Quarterfinals
wta_82,wta_5,2025-02-28,4,12,-8,,,0,ATX Open,WTA250,Hard,Quarterfinals
wta_31,wta_30,2025-03-01,17,12,5,,,1,ATX Open,WTA250,Hard,Quarterfinals
wta_30,wta_31,2025-03-01,12,17,-5,,,0,ATX Open,WTA250,Hard,Quarterfinals
wta_129,wta_121,2025-03-01,13,8,5,,,1,ATX Open,WTA250,Hard,Quarterfinals
wta_121,wta_129,2025-03-01,8,13,-5,,,0,ATX Open,WTA250,Hard,Quarterfinals
wta_5,wta_73,2025-03-01,16,10,6,,,1,ATX Open,WTA250,Hard,Semifinals
wta_73,wta_5,2025-03-01,10,16,-6,,,0,ATX Open,WTA250,Hard,Semifinals
wta_31,wta_129,2025-03-01,13,9,4,,,1,ATX Open,WTA250,Hard,Semifinals
wta_129,wta_31,2025-03-01,9,13,-4,,,0,ATX Open,WTA250,Hard,Semifinals
wta_5,wta_31,2025-03-02,13,7,6,,,1,ATX Open,WTA250,Hard,The Final
wta_31,wta_5,2025-03-02,7,13,-6,,,0,ATX Open,WTA250,Hard,The Final
wta_191,wta_115,2025-02-24,13,11,2,,,1,Merida Open,WTA500,Hard,1st Round
wta_115,wta_191,2025-02-24,11,13,-2,,,0,Merida Open,WTA500,Hard,1st Round
wta_29,wta_80,2025-02-24,12,5,7,,,1,Merida Open,WTA500,Hard,1st Round
wta_80,wta_29,2025-02-24,5,12,-7,,,0,Merida Open,WTA500,Hard,1st Round
wta_178,wta_55,2025-02-24,16,12,4,,,1,Merida Open,WTA500,Hard,1st Round
wta_55,wta_178,2025-02-24,12,16,-4,,,0,Merida Open,WTA500,Hard,1st Round
wta_58,wta_155,2025-02-25,12,5,7,,,1,Merida Open,WTA500,Hard,1st Round
wta_155,wta_58,2025-02-25,5,12,-7,,,0,Merida Open,WTA500,Hard,1st Round
wta_72,wta_108,2025-02-25,9,4,5,,,1,Merida Open,WTA500,Hard,1st Round
wta_108,wta_72,2025-02-25,4,9,-5,,,0,Merida Open,WTA500,Hard,1st Round
wta_222,wta_26,2025-02-25,13,10,3,,,1,Merida Open,WTA500,Hard,1st Round
wta_26,wta_222,2025-02-25,10,13,-3,,,0,Merida Open,WTA500,Hard,1st Round
wta_102,wta_98,2025-02-25,12,4,8,,,1,Merida Open,WTA500,Hard,1st Round
wta_98,wta_102,2025-02-25,4,12,-8,,,0,Merida Open,WTA500,Hard,1st Round
wta_50,wta_40,2025-02-25,12,4,8,,,1,Merida Open,WTA500,Hard,1st Round
wta_40,wta_50,2025-02-25,4,12,-8,,,0,Merida Open,WTA500,Hard,1st Round
wta_84,wta_33,2025-02-26,13,7,6,,,1,Merida Open,WTA500,Hard,1st Round
wta_33,wta_84,2025-02-26,7,13,-6,,,0,Merida Open,WTA500,Hard,1st Round
wta_38,wta_101,2025-02-26,10,5,5,,,1,Merida Open,WTA500,Hard,1st Round
wta_101,wta_38,2025-02-26,5,10,-5,,,0,Merida Open,WTA500,Hard,1st Round
wta_222,wta_191,2025-02-26,16,10,6,,,1,Merida Open,WTA500,Hard,2nd Round
wta_191,wta_222,2025-02-26,10,16,-6,,,0,Merida Open,WTA500,Hard,2nd Round
wta_29,wta_99,2025-02-27,12,3,9,,,1,Merida Open,WTA500,Hard,2nd Round
wta_99,wta_29,2025-02-27,3,12,-9,,,0,Merida Open,WTA500,Hard,2nd Round
wta_70,wta_38,2025-02-27,12,3,9,,,1,Merida Open,WTA500,Hard,2nd Round
wta_38,wta_70,2025-02-27,3,12,-9,,,0,Merida Open,WTA500,Hard,2nd Round
wta_58,wta_72,2025-02-27,12,13,-1,,,1,Merida Open,WTA500,Hard,2nd Round
wta_72,wta_58,2025-02-27,13,12,1,,,0,Merida Open,WTA500,Hard,2nd Round
wta_84,wta_50,2025-02-28,9,4,5,,,1,Merida Open,WTA500,Hard,2nd Round
wta_50,wta_84,2025-02-28,4,9,-5,,,0,Merida Open,WTA500,Hard,2nd Round
wta_19,wta_345,2025-02-28,12,3,9,,,1,Merida Open,WTA500,Hard,2nd Round
wta_345,wta_19,2025-02-28,3,12,-9,,,0,Merida Open,WTA500,Hard,2nd Round
wta_178,wta_29,2025-02-28,16,8,8,,,1,Merida Open,WTA500,Hard,Quarterfinals
wta_29,wta_178,2025-02-28,8,16,-8,,,0,Merida Open,WTA500,Hard,Quarterfinals
wta_58,wta_102,2025-02-28,17,10,7,,,1,Merida Open,WTA500,Hard,Quarterfinals
wta_102,wta_58,2025-02-28,10,17,-7,,,0,Merida Open,WTA500,Hard,Quarterfinals
wta_19,wta_84,2025-03-01,12,6,6,,,1,Merida Open,WTA500,Hard,Quarterfinals
wta_84,wta_19,2025-03-01,6,12,-6,,,0,Merida Open,WTA500,Hard,Quarterfinals
wta_222,wta_70,2025-03-01,6,9,-3,,,1,Merida Open,WTA500,Hard,Quarterfinals
wta_70,wta_222,2025-03-01,9,6,3,,,0,Merida Open,WTA500,Hard,Quarterfinals
wta_19,wta_178,2025-03-02,12,6,6,,,1,Merida Open,WTA500,Hard,Semifinals
wta_178,wta_19,2025-03-02,6,12,-6,,,0,Merida Open,WTA500,Hard,Semifinals
wta_58,wta_222,2025-03-02,16,11,5,,,1,Merida Open,WTA500,Hard,Semifinals
wta_222,wta_58,2025-03-02,11,16,-5,,,0,Merida Open,WTA500,Hard,Semifinals
wta_19,wta_58,2025-03-02,12,0,12,,,1,Merida Open,WTA500,Hard,The Final
wta_58,wta_19,2025-03-02,0,12,-12,,,0,Merida Open,WTA500,Hard,The Final
wta_98,wta_102,2025-03-05,14,15,-1,,,1,BNP Paribas Open,WTA1000,Hard,1st Round
wta_102,wta_98,2025-03-05,15,14,1,,,0,BNP Paribas Open,WTA1000,Hard,1st Round
wta_437,wta_174,2025-03-05,12,7,5,,,1,BNP Paribas Open,WTA1000,Hard,1st Round
wta_174,wta_437,2025-03-05,7,12,-5,,,0,BNP Paribas Open,WTA1000,Hard,1st Round
wta_40,wta_87,2025-03-05,7,4,3,,,1,BNP Paribas Open,WTA1000,Hard,1st Round
wta_87,wta_40,2025-03-05,4,7,-3,,,0,BNP Paribas Open,WTA1000,Hard,1st Round
wta_148,wta_36,2025-03-05,16,12,4,,,1,BNP Paribas Open,WTA1000,Hard,1st Round
wta_36,wta_148,2025-03-05,12,16,-4,,,0,BNP Paribas Open,WTA1000,Hard,1st Round
wta_44,wta_162,2025-03-05,12,3,9,,,1,BNP Paribas Open,WTA1000,Hard,1st Round
wta_162,wta_44,2025-03-05,3,12,-9,,,0,BNP Paribas Open,WTA1000,Hard,1st Round
wta_109,wta_39,2025-03-05,15,12,3,,,1,BNP Paribas Open,WTA1000,Hard,1st Round
wta_39,wta_109,2025-03-05,12,15,-3,,,0,BNP Paribas Open,WTA1000,Hard,1st Round
wta_50,wta_59,2025-03-05,16,13,3,,,1,BNP Paribas Open,WTA1000,Hard,1st Round
wta_59,wta_50,2025-03-05,13,16,-3,,,0,BNP Paribas Open,WTA1000,Hard,1st Round
wta_121,wta_91,2025-03-05,13,8,5,,,1,BNP Paribas Open,WTA1000,Hard,1st Round
wta_91,wta_121,2025-03-05,8,13,-5,,,0,BNP Paribas Open,WTA1000,Hard,1st Round
wta_223,wta_108,2025-03-05,13,9,4,,,1,BNP Paribas Open,WTA1000,Hard,1st Round
wta_108,wta_223,2025-03-05,9,13,-4,,,0,BNP Paribas Open,WTA1000,Hard,1st Round
wta_46,wta_155,2025-03-06,12,3,9,,,1,BNP Paribas Open,WTA1000,Hard,1st Round
wta_155,wta_46,2025-03-06,3,12,-9,,,0,BNP Paribas Open,WTA1000,Hard,1st Round
wta_150,wta_259,2025-03-06,13,10,3,,,1,BNP Paribas Open,WTA1000,Hard,1st Round
wta_259,wta_150,2025-03-06,10,13,-3,,,0,BNP Paribas Open,WTA1000,Hard,1st Round
wta_293,wta_302,2025-03-06,16,13,3,,,1,BNP Paribas Open,WTA1000,Hard,1st Round
wta_302,wta_293,2025-03-06,13,16,-3,,,0,BNP Paribas Open,WTA1000,Hard,1st Round
wta_100,wta_96,2025-03-06,12,10,2,,,1,BNP Paribas Open,WTA1000,Hard,1st Round
wta_96,wta_100,2025-03-06,10,12,-2,,,0,BNP Paribas Open,WTA1000,Hard,1st Round
wta_43,wta_122,2025-03-06,12,6,6,,,1,BNP Paribas Open,WTA1000,Hard,1st Round
wta_122,wta_43,2025-03-06,6,12,-6,,,0,BNP Paribas Open,WTA1000,Hard,1st Round
wta_32,wta_123,2025-03-06,12,3,9,,,1,BNP Paribas Open,WTA1000,Hard,1st Round
wta_123,wta_32,2025-03-06,3,12,-9,,,0,BNP Paribas Open,WTA1000,Hard,1st Round
wta_144,wta_213,2025-03-06,12,6,6,,,1,BNP Paribas Open,WTA1000,Hard,1st Round
wta_213,wta_144,2025-03-06,6,12,-6,,,0,BNP Paribas Open,WTA1000,Hard,1st Round
wta_138,wta_191,2025-03-06,13,9,4,,,1,BNP Paribas Open,WTA1000,Hard,1st Round
wta_191,wta_138,2025-03-06,9,13,-4,,,0,BNP Paribas Open,WTA1000,Hard,1st Round
wta_153,wta_89,2025-03-06,12,5,7,,,1,BNP Paribas Open,WTA1000,Hard,1st Round
wta_89,wta_153,2025-03-06,5,12,-7,,,0,BNP Paribas Open,WTA1000,Hard,1st Round
wta_68,wta_73,2025-03-06,6,4,2,,,1,BNP Paribas Open,WTA1000,Hard,1st Round
wta_73,wta_68,2025-03-06,4,6,-2,,,0,BNP Paribas Open,WTA1000,Hard,1st Round
wta_90,wta_25,2025-03-06,12,5,7,,,1,BNP Paribas Open,WTA1000,Hard,1st Round
wta_25,wta_90,2025-03-06,5,12,-7,,,0,BNP Paribas Open,WTA1000,Hard,1st Round
wta_30,wta_29,2025-03-06,13,7,6,,,1,BNP Paribas Open,WTA1000,Hard,1st Round
wta_29,wta_30,2025-03-06,7,13,-6,,,0,BNP Paribas Open,WTA1000,Hard,1st Round
wta_51,wta_149,2025-03-06,13,8,5,,,1,BNP Paribas Open,WTA1000,Hard,1st Round
wta_149,wta_51,2025-03-06,8,13,-5,,,0,BNP Paribas Open,WTA1000,Hard,1st Round
wta_12,wta_54,2025-03-06,12,2,10,,,1,BNP Paribas Open,WTA1000,Hard,1st Round
wta_54,wta_12,2025-03-06,2,12,-10,,,0,BNP Paribas Open,WTA1000,Hard,1st Round
wta_38,wta_49,2025-03-06,12,5,7,,,1,BNP Paribas Open,WTA1000,Hard,1st Round
wta_49,wta_38,2025-03-06,5,12,-7,,,0,BNP Paribas Open,WTA1000,Hard,1st Round
wta_94,wta_88,2025-03-07,12,8,4,,,1,BNP Paribas Open,WTA1000,Hard,1st Round
wta_88,wta_94,2025-03-07,8,12,-4,,,0,BNP Paribas Open,WTA1000,Hard,1st Round
wta_31,wta_82,2025-03-07,12,3,9,,,1,BNP Paribas Open,WTA1000,Hard,1st Round
wta_82,wta_31,2025-03-07,3,12,-9,,,0,BNP Paribas Open,WTA1000,Hard,1st Round
wta_20,wta_80,2025-03-07,15,11,4,,,1,BNP Paribas Open,WTA1000,Hard,1st Round
wta_80,wta_20,2025-03-07,11,15,-4,,,0,BNP Paribas Open,WTA1000,Hard,1st Round
wta_178,wta_463,2025-03-07,12,6,6,,,1,BNP Paribas Open,WTA1000,Hard,1st Round
wta_463,wta_178,2025-03-07,6,12,-6,,,0,BNP Paribas Open,WTA1000,Hard,1st Round
wta_76,wta_24,2025-03-07,12,7,5,,,1,BNP Paribas Open,WTA1000,Hard,1st Round
wta_24,wta_76,2025-03-07,7,12,-5,,,0,BNP Paribas Open,WTA1000,Hard,1st Round
wta_83,wta_148,2025-03-07,18,10,8,,,1,BNP Paribas Open,WTA1000,Hard,2nd Round
wta_148,wta_83,2025-03-07,10,18,-8,,,0,BNP Paribas Open,WTA1000,Hard,2nd Round
wta_26,wta_293,2025-03-07,12,4,8,,,1,BNP Paribas Open,WTA1000,Hard,2nd Round
wta_293,wta_26,2025-03-07,4,12,-8,,,0,BNP Paribas Open,WTA1000,Hard,2nd Round
wta_13,wta_40,2025-03-07,12,7,5,,,1,BNP Paribas Open,WTA1000,Hard,2nd Round
wta_40,wta_13,2025-03-07,7,12,-5,,,0,BNP Paribas Open,WTA1000,Hard,2nd Round
wta_3,wta_109,2025-03-07,12,6,6,,,1,BNP Paribas Open,WTA1000,Hard,2nd Round
wta_109,wta_3,2025-03-07,6,12,-6,,,0,BNP Paribas Open,WTA1000,Hard,2nd Round
